Date,City,GHI,Temperature,Humidity,Cloud_Coverage,Wind_Speed,Precipitation,Pressure,Corrected_Wind_Speed
2023-09-18,Guwahati,5.748,28.075,77.55,75.534,0.352,1.942,96.128,1.498
2023-09-19,Guwahati,5.81,28.811,75.301,58.168,0.33,0.288,95.949,1.353
2023-09-20,Guwahati,5.873,29.53,76.662,41.64,0.327,0.605,96.141,1.387
2023-09-21,Guwahati,5.122,30.106,76.534,69.81,0.323,0.237,95.827,1.199
2023-09-22,Guwahati,5.115,30.069,74.662,55.741,0.305,-0.197,96.032,1.225
2023-09-23,Guwahati,5.67,29.265,72.924,75.394,0.331,0.319,96.07,1.67
2023-09-24,Guwahati,5.435,29.828,74.67,77.606,0.555,2.103,95.918,2.494
2023-09-25,Guwahati,4.652,27.294,88.096,100.12,0.383,5.699,96.048,2.909
2023-09-26,Guwahati,1.922,25.761,96.135,99.223,0.409,20.517,96.252,2.147
2023-09-27,Guwahati,2.511,26.064,87.851,96.597,0.397,24.639,96.397,1.544
2023-09-28,Guwahati,3.119,25.701,87.427,99.826,0.37,3.482,96.669,2.456
2023-09-29,Guwahati,2.953,25.674,84.288,96.156,0.682,1.861,96.496,3.366
2023-09-30,Guwahati,3.435,25.83,88.788,92.79,0.734,11.788,96.119,3.625
2023-10-01,Guwahati,3.035,26.156,87.667,85.178,0.734,6.636,96.237,3.631
2023-10-02,Guwahati,1.789,27.082,83.835,92.621,0.308,6.634,95.867,2.022
2023-10-03,Guwahati,4.41,25.327,96.886,93.582,0.618,7.858,95.782,3.005
2023-10-04,Guwahati,2.127,24.265,93.77,95.62,0.649,23.986,96.007,3.518
2023-10-05,Guwahati,0.987,25.23,90.003,98.526,0.166,44.663,96.047,1.665
2023-10-06,Guwahati,1.409,25.367,91.333,98.364,0.275,29.235,96.169,1.767
2023-10-07,Guwahati,2.192,25.38,89.395,95.844,0.217,2.502,96.823,1.347
2023-10-08,Guwahati,4.297,25.89,85.415,77.121,0.365,1.46,96.774,1.383
2023-10-09,Guwahati,3.667,26.224,85.59,78.771,0.469,2.459,96.887,1.747
2023-10-10,Guwahati,2.757,26.325,83.412,88.502,0.446,4.952,96.526,1.938
2023-10-11,Guwahati,2.587,24.477,88.002,85.997,0.495,8.239,96.438,2.783
2023-10-12,Guwahati,3.698,23.823,87.326,71.544,0.709,4.657,96.347,4.129
2023-10-13,Guwahati,3.064,24.802,85.883,70.588,0.583,0.081,96.464,2.706
2023-10-14,Guwahati,3.159,24.341,79.797,66.382,0.318,0.705,96.531,1.626
2023-10-15,Guwahati,4.362,23.592,80.549,35.108,0.311,0.17,96.422,1.846
2023-10-16,Guwahati,3.146,23.377,85.419,79.517,0.223,5.202,96.61,1.318
2023-10-17,Guwahati,2.897,23.061,78.342,66.108,0.313,1.017,96.68,1.54
2023-10-18,Guwahati,3.822,23.058,82.478,50.895,0.346,0.408,96.57,2.28
2023-10-19,Guwahati,3.987,24.272,81.864,46.178,0.342,0.839,96.626,1.544
2023-10-20,Guwahati,3.516,24.588,81.915,62.379,0.28,0.797,96.727,1.556
2023-10-21,Guwahati,4.327,23.277,85.139,40.471,0.488,-0.026,96.91,2.382
2023-10-22,Guwahati,4.929,23.046,84.892,36.392,0.449,0.019,96.633,2.947
2023-10-23,Guwahati,5.192,23.869,85.275,29.332,0.549,0.721,96.796,2.989
2023-10-24,Guwahati,3.787,24.825,87.613,82.89,0.447,2.162,96.624,2.917
2023-10-25,Guwahati,1.852,22.414,91.44,97.446,0.459,3.247,96.41,2.469
2023-10-26,Guwahati,1.811,23.22,87.58,96.702,0.32,5.79,96.568,2.117
2023-10-27,Guwahati,2.796,24.218,81.842,92.261,0.334,-0.298,96.426,1.844
2023-10-28,Guwahati,4.47,23.861,83.673,40.01,0.184,-0.539,96.599,1.782
2023-10-29,Guwahati,4.635,23.162,85.792,33.391,0.28,0.201,96.265,1.999
2023-10-30,Guwahati,3.781,23.193,82.623,57.653,0.4,2.988,96.372,2.019
2023-10-31,Guwahati,3.263,24.191,85.446,90.582,0.317,6.854,96.655,2.585
2023-11-01,Guwahati,2.696,23.008,85.778,76.067,0.618,4.029,96.496,2.629
2023-11-02,Guwahati,1.756,22.957,77.396,82.567,0.267,0.473,96.847,1.849
2023-11-03,Guwahati,4.076,22.591,77.604,28.076,0.556,0.137,96.768,1.652
2023-11-04,Guwahati,4.83,23.522,78.086,18.5,0.34,0.509,96.774,1.807
2023-11-05,Guwahati,4.464,22.856,81.028,35.846,0.468,0.306,96.698,1.873
2023-11-06,Guwahati,3.557,21.741,83.91,63.249,0.408,1.137,96.697,2.544
2023-11-07,Guwahati,3.493,21.025,89.289,86.558,0.418,-0.062,96.902,1.967
2023-11-08,Guwahati,4.439,21.205,86.585,20.003,0.353,0.703,96.914,2.319
2023-11-09,Guwahati,4.661,20.376,84.587,13.945,0.552,0.396,96.907,2.707
2023-11-10,Guwahati,4.767,20.502,84.764,7.746,0.598,-0.143,96.845,2.583
2023-11-11,Guwahati,4.7,21.345,79.922,3.262,0.45,0.07,96.847,2.097
2023-11-12,Guwahati,4.671,21.953,76.279,4.522,0.302,0.5,96.702,1.798
2023-11-13,Guwahati,4.433,21.018,77.411,5.937,0.446,0.187,96.825,1.56
2023-11-14,Guwahati,4.037,20.86,83.889,24.14,0.331,-0.146,96.638,1.763
2023-11-15,Guwahati,4.23,19.868,83.396,11.414,0.403,-0.074,96.88,1.741
2023-11-16,Guwahati,4.191,19.992,84.985,14.361,0.355,-0.425,96.606,1.76
2023-11-17,Guwahati,4.115,20.174,83.516,17.836,0.312,-0.053,96.786,1.857
2023-11-18,Guwahati,4.326,20.424,78.554,13.657,0.331,-0.878,96.663,1.471
2023-11-19,Guwahati,4.367,19.493,81.261,13.233,0.432,0.489,96.935,1.95
2023-11-20,Guwahati,4.333,18.626,81.971,9.985,0.38,-0.283,96.752,3.005
2023-11-21,Guwahati,4.301,18.806,83.916,5.215,0.606,0.034,96.625,3.114
2023-11-22,Guwahati,4.424,19.458,80.946,6.321,0.432,-0.219,96.651,2.605
2023-11-23,Guwahati,4.098,18.681,80.349,22.45,0.481,0.113,96.655,2.265
2023-11-24,Guwahati,3.888,18.766,79.494,34.109,0.489,-0.275,97.04,1.598
2023-11-25,Guwahati,3.159,17.477,84.385,57.304,0.397,0.235,96.89,1.612
2023-11-26,Guwahati,3.666,17.909,85.178,47.583,0.389,-0.406,96.913,1.899
2023-11-27,Guwahati,4.119,17.47,80.358,11.752,0.537,0.586,96.885,1.909
2023-11-28,Guwahati,4.106,17.645,82.982,17.044,0.533,-0.758,96.798,2.492
2023-11-29,Guwahati,4.145,17.325,87.103,29.892,0.489,-0.393,96.774,3.175
2023-11-30,Guwahati,4.333,18.319,75.496,4.287,0.378,-0.437,96.932,2.61
2023-12-01,Guwahati,4.236,17.113,68.034,8.311,0.39,-0.03,96.842,2.29
2023-12-02,Guwahati,3.953,17.127,77.879,44.954,0.482,-0.326,96.655,2.145
2023-12-03,Guwahati,3.966,16.795,78.174,7.066,0.376,0.048,96.892,1.987
2023-12-04,Guwahati,4.055,16.57,82.257,4.148,0.503,0.272,96.82,2.206
2023-12-05,Guwahati,3.611,15.443,86.297,11.457,0.515,0.182,96.553,2.201
2023-12-06,Guwahati,3.188,15.21,83.971,16.567,0.426,0.354,96.811,2.092
2023-12-07,Guwahati,2.494,15.667,85.751,44.121,0.414,-0.355,96.614,1.91
2023-12-08,Guwahati,2.824,15.287,81.059,38.46,0.297,-0.019,96.746,1.731
2023-12-09,Guwahati,3.715,15.216,77.502,28.874,0.473,0.08,96.694,2.196
2023-12-10,Guwahati,3.112,15.035,75.928,54.834,0.499,0.427,96.694,1.864
2023-12-11,Guwahati,2.777,14.423,85.268,40.895,0.468,-0.043,96.81,2.362
2023-12-12,Guwahati,3.206,13.016,85.382,29.023,0.427,0.072,97.195,1.861
2023-12-13,Guwahati,3.455,13.778,85.059,14.618,0.549,0.726,96.939,2.146
2023-12-14,Guwahati,3.677,14.799,83.264,34.473,0.441,0.313,96.894,1.624
2023-12-15,Guwahati,3.859,14.522,79.516,4.567,0.64,0.816,97.197,2.148
2023-12-16,Guwahati,4.154,14.427,80.392,4.462,0.542,-0.302,97.014,3.449
2023-12-17,Guwahati,4.253,14.774,71.233,0.839,0.601,0.683,97.035,3.3
2023-12-18,Guwahati,4.075,16.188,71.966,3.055,0.499,-0.246,96.945,2.948
2023-12-19,Guwahati,3.99,16.771,77.915,6.803,0.514,0.004,96.861,2.678
2023-12-20,Guwahati,3.99,16.575,83.19,6.966,0.569,0.569,96.777,2.379
2023-12-21,Guwahati,3.622,15.518,81.607,48.489,0.484,0.252,96.724,1.982
2023-12-22,Guwahati,3.78,14.868,84.491,21.811,0.476,0.67,96.804,2.227
2023-12-23,Guwahati,3.225,13.842,79.57,30.08,0.574,0.486,97.133,1.983
2023-12-24,Guwahati,3.891,14.852,74.142,11.245,0.659,-0.784,97.049,2.367
2023-12-25,Guwahati,3.784,15.169,74.175,5.168,0.488,0.718,96.825,2.751
2023-12-26,Guwahati,3.944,15.207,73.173,3.692,0.457,0.417,96.906,1.974
2024-01-01,Kolkata,3.3631,16.18,75.29,18.29,1.78,0.0,101.59,3.11
2024-01-01,Chennai,4.6512,24.34,77.47,28.49,2.68,0.23,100.88,3.55
2024-01-01,Jaipur,2.6323,13.8,44.23,32.67,1.19,0.0,97.04,2.37
2024-01-01,Delhi,2.0052,12.19,59.47,71.74,1.31,0.0,99.37,2.54
2024-01-01,Bhopal,2.5142,18.87,69.38,48.27,1.16,0.0,96.13,2.18
2024-01-01,Guwahati,3.9526,16.03,83.35,11.16,0.38,0.0,97.0,2.08
2024-01-02,Guwahati,3.655,16.05,81.04,26.5,0.37,0.0,96.99,1.73
2024-01-02,Chennai,3.9314,24.28,77.42,74.5,2.93,0.04,100.81,3.85
2024-01-02,Kolkata,3.6072,15.56,72.21,9.92,1.93,0.0,101.57,3.23
2024-01-02,Delhi,2.4362,12.34,56.57,61.28,1.35,0.0,99.32,2.47
2024-01-02,Bhopal,2.0566,18.78,70.96,69.26,1.31,0.0,96.07,2.3
2024-01-02,Jaipur,1.301,13.39,44.37,69.33,1.37,0.0,96.97,2.77
2024-01-03,Chennai,3.6079,24.57,81.63,82.97,3.16,1.01,100.74,4.08
2024-01-03,Guwahati,3.9379,16.07,77.21,26.64,0.49,0.0,96.96,1.82
2024-01-03,Jaipur,2.923,13.54,46.77,38.8,1.34,0.0,96.91,2.75
2024-01-03,Delhi,1.1086,13.09,45.68,76.94,1.03,0.0,99.26,1.86
2024-01-03,Bhopal,1.625,19.05,72.7,85.49,1.54,0.13,96.0,2.58
2024-01-03,Kolkata,4.1467,15.79,72.35,1.3,1.94,0.0,101.55,3.12
2024-01-04,Jaipur,1.6289,11.42,45.81,74.08,1.33,0.0,96.99,2.8
2024-01-04,Guwahati,4.0066,16.01,80.4,14.46,0.38,0.0,96.98,2.04
2024-01-04,Chennai,2.6138,25.06,80.49,96.44,2.95,2.55,100.72,3.9
2024-01-04,Delhi,0.5794,11.26,60.43,99.49,1.0,0.0,99.32,2.13
2024-01-04,Bhopal,0.9456,18.91,74.69,97.92,1.35,6.66,96.01,2.59
2024-01-04,Kolkata,3.8578,17.39,71.01,8.27,1.61,0.0,101.53,2.41
2024-01-05,Bhopal,1.0303,18.14,82.27,99.6,1.85,5.46,96.07,2.82
2024-01-05,Guwahati,3.9979,15.52,76.49,14.24,0.51,0.0,97.07,1.99
2024-01-05,Jaipur,1.6855,10.88,52.07,65.35,1.27,0.0,97.01,2.7
2024-01-05,Delhi,0.6936,11.51,68.29,99.8,0.96,0.0,99.34,1.57
2024-01-05,Kolkata,3.5316,18.15,76.22,8.18,1.67,0.0,101.56,2.65
2024-01-05,Chennai,3.8227,25.03,80.22,84.77,3.31,1.07,100.72,4.25
2024-01-06,Chennai,3.348,25.18,81.29,84.04,3.89,2.85,100.72,4.92
2024-01-06,Bhopal,1.3171,17.23,78.73,85.81,1.6,0.22,96.19,2.81
2024-01-06,Jaipur,3.0122,11.24,68.27,43.29,1.33,0.0,97.13,2.62
2024-01-06,Delhi,1.3721,11.67,69.21,81.99,0.83,0.0,99.45,1.31
2024-01-06,Kolkata,2.9342,18.86,78.17,7.21,1.64,0.0,101.62,2.63
2024-01-06,Guwahati,3.9425,16.08,67.83,29.02,0.53,0.0,97.1,1.68
2024-01-07,Jaipur,3.5746,11.72,62.44,11.63,1.21,0.0,97.17,2.44
2024-01-07,Bhopal,1.1148,17.19,77.29,95.71,1.72,0.07,96.28,2.97
2024-01-07,Chennai,2.1694,24.68,87.52,89.33,5.02,40.16,100.74,6.04
2024-01-07,Guwahati,3.936,15.13,71.1,15.05,0.5,0.0,97.18,1.97
2024-01-07,Delhi,1.8859,11.21,72.18,68.07,0.99,0.0,99.52,1.58
2024-01-07,Kolkata,2.9606,18.62,82.27,7.23,1.8,0.0,101.68,3.16
2024-01-08,Chennai,1.7909,25.39,83.75,99.4,4.38,8.1,100.82,5.48
2024-01-08,Jaipur,1.6445,13.81,64.18,60.06,1.92,0.0,97.13,3.54
2024-01-08,Delhi,1.4551,13.99,57.67,75.13,0.92,0.0,99.51,1.43
2024-01-08,Kolkata,2.9786,18.58,79.9,13.79,1.95,0.0,101.73,3.35
2024-01-08,Guwahati,3.8825,14.94,78.68,11.21,0.49,0.0,97.18,2.06
2024-01-08,Bhopal,2.4089,18.75,72.49,56.01,1.63,0.05,96.28,3.07
2024-01-09,Jaipur,2.3971,14.77,62.59,50.87,1.36,0.52,97.17,2.43
2024-01-09,Delhi,0.9569,13.13,58.17,98.61,1.01,0.44,99.5,2.25
2024-01-09,Kolkata,3.5172,17.33,73.15,29.59,2.06,0.0,101.65,3.4
2024-01-09,Guwahati,3.3593,14.56,84.01,39.44,0.38,0.0,97.07,2.29
2024-01-09,Chennai,4.2118,25.29,80.62,83.94,4.12,0.68,100.84,5.33
2024-01-09,Bhopal,2.7622,19.38,70.57,70.64,2.0,0.0,96.23,3.42
2024-01-10,Jaipur,3.9641,12.0,44.65,34.43,1.74,0.0,97.11,3.45
2024-01-10,Delhi,2.8865,11.66,55.33,55.21,2.47,0.0,99.33,4.58
2024-01-10,Guwahati,2.6904,15.13,77.66,55.59,0.41,0.0,96.97,1.78
2024-01-10,Bhopal,1.3889,18.02,74.05,89.64,1.73,0.0,96.23,2.87
2024-01-10,Chennai,4.5374,24.91,79.34,59.62,3.4,0.02,100.82,4.6
2024-01-10,Kolkata,3.732,18.13,69.68,16.88,1.56,0.0,101.51,2.31
2024-01-11,Kolkata,2.947,17.9,79.36,15.78,2.03,0.0,101.61,3.52
2024-01-11,Bhopal,3.3706,18.11,65.58,48.68,1.38,0.0,96.28,2.68
2024-01-11,Guwahati,2.6681,14.74,77.41,58.23,0.4,0.0,97.01,2.16
2024-01-11,Jaipur,4.5175,13.27,34.86,6.27,1.25,0.0,97.12,2.38
2024-01-11,Delhi,3.247,10.61,53.14,40.8,1.97,0.0,99.4,3.99
2024-01-11,Chennai,4.8442,24.61,80.75,34.6,3.38,0.0,100.84,4.41
2024-01-12,Kolkata,3.3866,14.69,70.26,17.46,2.14,0.0,101.63,3.61
2024-01-12,Guwahati,3.029,14.24,80.29,49.1,0.39,0.0,97.0,2.25
2024-01-12,Chennai,4.5238,25.09,81.21,15.65,3.15,0.0,100.84,4.14
2024-01-12,Jaipur,4.4719,14.54,30.64,11.62,1.26,0.0,97.05,2.2
2024-01-12,Bhopal,4.5775,18.5,58.41,13.72,1.27,0.0,96.23,2.26
2024-01-12,Delhi,3.2042,11.2,47.98,39.62,1.94,0.0,99.32,3.56
2024-01-13,Guwahati,3.7404,14.61,77.25,36.23,0.49,0.0,96.97,1.99
2024-01-13,Jaipur,3.672,16.56,30.7,52.05,1.26,0.0,96.92,1.83
2024-01-13,Kolkata,3.701,14.23,70.27,29.61,1.91,0.0,101.59,3.1
2024-01-13,Chennai,3.7966,24.89,83.2,24.32,2.75,0.0,100.89,3.52
2024-01-13,Bhopal,4.3037,19.91,58.83,10.97,1.36,0.0,96.13,2.18
2024-01-13,Delhi,2.4214,12.81,42.54,76.62,1.41,0.0,99.24,2.59
2024-01-14,Kolkata,3.4999,13.87,67.91,18.59,1.74,0.0,101.53,2.88
2024-01-14,Jaipur,4.4412,14.88,37.52,8.9,1.17,0.0,96.95,2.33
2024-01-14,Chennai,4.4748,24.31,83.35,10.65,2.37,0.0,100.82,2.94
2024-01-14,Bhopal,4.3459,18.43,56.15,19.19,1.47,0.0,96.1,2.44
2024-01-14,Delhi,2.5723,11.84,43.3,59.37,1.74,0.0,99.27,3.03
2024-01-14,Guwahati,3.9552,15.32,71.95,22.87,0.59,0.0,96.95,2.31
2024-01-15,Delhi,3.2585,11.46,45.32,56.13,1.39,0.0,99.21,2.74
2024-01-15,Bhopal,4.5686,16.38,57.06,8.42,1.4,0.0,96.09,2.8
2024-01-15,Jaipur,3.9979,14.2,27.98,49.27,1.22,0.0,96.92,2.74
2024-01-15,Chennai,4.8821,24.4,80.62,9.07,2.05,0.0,100.8,2.57
2024-01-15,Kolkata,2.2078,14.43,68.51,63.74,1.76,0.0,101.49,2.58
2024-01-15,Guwahati,4.0363,15.56,69.37,24.04,0.5,0.0,96.82,2.62
2024-01-16,Bhopal,4.6414,16.22,49.68,9.14,1.33,0.0,95.91,2.45
2024-01-16,Jaipur,3.9034,14.07,33.68,62.86,1.56,0.0,96.68,3.01
2024-01-16,Chennai,5.1542,23.97,75.78,13.47,2.16,0.0,100.7,2.61
2024-01-16,Delhi,1.686,12.15,43.45,88.95,1.21,0.0,99.04,2.26
2024-01-16,Guwahati,2.7996,15.09,75.88,71.83,0.38,0.0,96.85,2.6
2024-01-16,Kolkata,2.7202,15.41,70.66,50.13,1.35,0.0,101.47,1.97
2024-01-17,Delhi,2.7955,12.0,42.26,61.73,1.46,0.0,99.05,2.08
2024-01-17,Bhopal,4.469,16.9,48.24,21.39,1.49,0.0,95.8,2.51
2024-01-17,Guwahati,2.4811,13.34,82.39,74.39,0.4,0.0,96.87,2.46
2024-01-17,Kolkata,2.0743,16.32,71.85,70.44,1.11,0.03,101.44,1.76
2024-01-17,Jaipur,4.038,13.54,41.65,5.86,1.77,0.0,96.63,3.24
2024-01-17,Chennai,5.7485,24.11,74.92,4.86,1.69,0.0,100.64,2.09
2024-01-18,Chennai,5.4931,24.49,76.36,9.35,1.76,0.0,100.71,2.27
2024-01-18,Guwahati,3.2796,12.82,80.68,44.43,0.47,0.0,97.02,2.28
2024-01-18,Kolkata,0.6595,17.07,82.47,92.86,1.01,6.36,101.5,1.92
2024-01-18,Delhi,2.0148,12.41,45.61,77.61,0.91,0.0,99.24,1.31
2024-01-18,Bhopal,4.56,15.15,51.83,2.68,1.8,0.0,96.01,3.48
2024-01-18,Jaipur,3.9418,13.29,41.18,7.09,1.1,0.0,96.88,2.08
2024-01-19,Jaipur,4.0778,13.02,41.27,18.23,1.4,0.0,97.01,2.57
2024-01-19,Guwahati,3.6672,14.05,72.7,27.01,0.46,0.0,97.07,2.07
2024-01-19,Kolkata,2.2994,17.67,81.3,67.41,1.9,1.23,101.59,3.16
2024-01-19,Delhi,1.1033,12.52,49.3,97.46,0.98,0.0,99.36,1.6
2024-01-19,Bhopal,4.7501,14.72,47.99,11.64,2.09,0.0,96.15,3.75
2024-01-19,Chennai,4.9553,25.01,81.61,13.1,2.34,0.01,100.73,2.93
2024-01-20,Guwahati,4.254,13.9,75.33,12.33,0.47,0.0,97.01,2.04
2024-01-20,Kolkata,2.7065,16.68,74.74,46.98,1.84,0.01,101.63,3.03
2024-01-20,Bhopal,2.8783,15.48,49.88,46.41,1.96,0.0,96.13,3.47
2024-01-20,Chennai,5.4929,24.89,81.47,8.22,2.8,0.0,100.83,3.59
2024-01-20,Delhi,2.226,12.29,49.95,58.61,0.93,0.0,99.42,1.24
2024-01-20,Jaipur,4.0277,12.84,43.48,40.07,1.04,0.0,97.05,1.97
2024-01-21,Delhi,2.4955,11.12,53.01,65.32,2.14,0.0,99.34,3.95
2024-01-21,Chennai,5.5097,24.68,78.16,3.67,2.07,0.0,100.86,2.63
2024-01-21,Kolkata,1.7126,16.2,73.69,77.02,1.69,0.1,101.6,2.86
2024-01-21,Guwahati,3.6202,13.77,77.92,35.2,0.43,0.0,96.97,2.73
2024-01-21,Jaipur,4.5204,13.22,36.64,11.55,1.53,0.0,97.08,2.84
2024-01-21,Bhopal,4.092,14.22,48.17,36.76,1.89,0.44,96.26,3.55
2024-01-22,Delhi,2.6933,11.83,38.7,69.43,1.06,0.0,99.49,1.59
2024-01-22,Bhopal,4.8545,14.05,40.48,27.97,1.78,0.0,96.3,3.46
2024-01-22,Chennai,5.3657,24.93,78.55,11.22,2.1,0.0,100.94,2.53
2024-01-22,Guwahati,3.3761,13.69,72.18,47.66,0.46,0.0,97.19,1.92
2024-01-22,Kolkata,3.2638,14.37,64.25,34.55,2.31,0.0,101.79,3.84
2024-01-22,Jaipur,4.549,13.61,30.06,7.84,1.45,0.0,97.12,2.18
2024-01-23,Guwahati,3.8028,14.16,75.95,39.29,0.41,0.0,97.02,2.41
2024-01-23,Jaipur,4.4071,14.38,36.05,26.08,1.15,0.0,97.04,1.54
2024-01-23,Delhi,2.2296,13.07,39.27,87.9,1.41,0.0,99.36,2.06
2024-01-23,Kolkata,3.8474,15.84,58.78,29.49,1.45,0.0,101.67,1.99
2024-01-23,Bhopal,5.0887,13.76,37.38,10.05,2.1,0.0,96.21,4.05
2024-01-23,Chennai,5.303,24.96,79.42,16.49,2.36,0.0,100.88,2.93
2024-01-24,Kolkata,1.5936,15.24,71.21,86.44,0.89,4.95,101.67,1.14
2024-01-24,Jaipur,4.4705,13.98,35.37,2.92,1.01,0.0,97.01,1.82
2024-01-24,Bhopal,5.0513,13.72,41.47,0.0,1.8,0.0,96.25,3.48
2024-01-24,Guwahati,3.8971,15.18,73.43,29.33,0.4,2.61,97.03,1.82
2024-01-24,Chennai,5.2457,25.06,77.54,9.2,2.33,0.0,100.84,2.92
2024-01-24,Delhi,2.394,12.49,45.28,60.86,1.15,0.0,99.37,2.2
2024-01-25,Guwahati,3.5789,13.67,79.0,39.37,0.48,0.32,97.2,2.31
2024-01-25,Chennai,5.2553,25.07,76.96,16.04,2.27,0.0,100.94,2.91
2024-01-25,Delhi,2.3774,12.77,45.75,74.5,0.93,0.0,99.57,1.68
2024-01-25,Jaipur,3.8321,13.21,38.09,30.86,1.39,0.0,97.22,2.75
2024-01-25,Bhopal,4.7676,14.64,40.96,28.14,1.41,0.0,96.42,2.62
2024-01-25,Kolkata,3.0293,15.48,77.61,51.12,1.27,0.19,101.82,2.35
2024-01-26,Kolkata,3.7471,15.0,64.52,24.18,2.14,0.03,101.95,3.73
2024-01-26,Jaipur,3.7639,14.91,34.16,67.79,1.24,0.0,97.31,2.2
2024-01-26,Chennai,4.549,24.64,79.5,33.02,2.81,0.02,101.13,3.52
2024-01-26,Guwahati,3.3785,13.83,72.22,50.49,0.47,0.0,97.28,1.86
2024-01-26,Bhopal,4.6627,16.08,38.78,47.44,1.33,0.0,96.51,2.51
2024-01-26,Delhi,2.7799,14.99,38.05,71.29,0.81,0.0,99.66,1.03
2024-01-27,Kolkata,3.7488,14.8,62.94,59.33,1.76,0.0,101.9,3.0
2024-01-27,Delhi,4.045,14.78,38.48,15.22,2.35,0.0,99.44,4.28
2024-01-27,Jaipur,4.3171,17.83,29.11,42.97,1.25,0.0,97.22,1.77
2024-01-27,Guwahati,3.0926,14.87,72.39,59.52,0.41,0.0,97.27,1.5
2024-01-27,Bhopal,3.8602,18.21,36.17,96.98,1.32,0.0,96.47,2.34
2024-01-27,Chennai,5.0623,24.82,82.07,30.07,3.37,0.05,101.13,4.27
2024-01-28,Guwahati,3.6919,14.98,72.19,37.51,0.5,0.0,97.22,1.58
2024-01-28,Kolkata,3.8506,15.83,59.2,58.82,1.55,0.0,101.85,2.29
2024-01-28,Bhopal,4.2434,19.18,35.26,93.75,1.41,0.0,96.28,2.39
2024-01-28,Jaipur,3.4846,17.45,32.08,97.04,1.74,0.0,96.97,2.89
2024-01-28,Chennai,4.1525,24.73,80.17,33.94,3.37,0.0,101.08,4.27
2024-01-28,Delhi,1.8422,14.25,44.64,93.58,1.39,0.0,99.34,2.67
2024-01-29,Bhopal,4.3694,19.41,33.15,88.18,2.09,0.0,96.19,3.45
2024-01-29,Kolkata,3.864,17.6,57.25,51.15,1.24,0.0,101.72,1.71
2024-01-29,Chennai,5.4274,24.16,75.11,23.61,3.36,0.0,101.02,4.33
2024-01-29,Delhi,3.0454,15.37,44.84,46.48,1.24,0.0,99.33,2.25
2024-01-29,Jaipur,3.6228,17.5,38.1,89.54,1.56,0.0,96.99,3.04
2024-01-29,Guwahati,3.881,15.08,72.73,42.4,0.55,0.0,97.16,1.73
2024-01-30,Bhopal,4.4863,18.5,37.91,79.12,1.13,0.0,96.12,2.39
2024-01-30,Chennai,5.5166,24.13,80.26,34.04,2.46,0.0,100.93,3.16
2024-01-30,Guwahati,3.2662,14.43,76.22,53.05,0.45,0.0,97.07,2.35
2024-01-30,Jaipur,3.3866,17.49,40.26,97.84,0.98,0.0,96.92,1.8
2024-01-30,Delhi,1.9082,16.16,42.92,77.43,0.89,0.0,99.21,1.47
2024-01-30,Kolkata,3.4639,18.94,66.75,29.03,1.47,0.09,101.55,2.22
2024-01-31,Chennai,5.3822,25.19,78.98,12.7,2.1,0.0,100.87,2.71
2024-01-31,Kolkata,2.4694,20.46,73.47,70.82,0.78,2.52,101.51,1.1
2024-01-31,Guwahati,2.5884,15.21,71.14,57.27,0.54,0.01,97.06,2.39
2024-01-31,Bhopal,3.8791,18.74,39.91,55.53,1.68,0.0,96.02,3.0
2024-01-31,Jaipur,3.9374,19.02,40.54,49.87,1.29,0.38,96.76,1.82
2024-01-31,Delhi,1.6234,16.08,50.07,96.29,1.18,1.99,99.13,2.18
2024-02-01,Guwahati,3.2892,15.46,74.02,40.36,0.46,0.01,97.08,2.48
2024-02-01,Delhi,2.2442,14.26,73.16,63.66,2.74,16.76,99.18,4.59
2024-02-01,Jaipur,4.3385,18.54,45.08,18.25,2.16,0.13,96.76,3.7
2024-02-01,Chennai,5.1895,26.1,80.4,37.57,1.76,0.02,100.86,2.14
2024-02-01,Kolkata,1.1647,20.58,71.92,85.02,1.02,1.73,101.56,1.38
2024-02-01,Bhopal,4.7306,19.48,47.88,26.96,1.5,0.0,96.06,2.51
2024-02-02,Bhopal,4.734,19.4,49.44,9.24,1.45,0.0,96.23,2.91
2024-02-02,Guwahati,2.1456,15.74,76.52,62.85,0.76,0.26,96.84,4.07
2024-02-02,Chennai,5.4235,26.56,79.65,13.61,2.2,0.02,100.82,2.72
2024-02-02,Delhi,3.5004,13.83,57.25,24.3,2.12,0.03,99.43,3.84
2024-02-02,Jaipur,4.1647,15.77,44.55,43.11,1.95,0.02,97.12,3.55
2024-02-02,Kolkata,2.9105,20.65,76.06,45.03,1.71,4.39,101.46,2.51
2024-02-03,Delhi,3.1481,15.72,39.92,66.78,1.96,0.38,99.27,3.66
2024-02-03,Chennai,5.2013,26.23,77.72,10.84,2.41,0.0,100.9,3.05
2024-02-03,Guwahati,3.2983,15.14,64.73,61.39,1.05,0.0,96.87,4.32
2024-02-03,Kolkata,3.5448,19.5,67.9,54.85,1.86,0.02,101.55,3.08
2024-02-03,Jaipur,3.4829,17.54,32.2,69.66,1.59,0.01,97.02,2.66
2024-02-03,Bhopal,4.9202,20.2,45.31,18.07,1.42,0.0,96.29,2.51
2024-02-04,Chennai,5.4499,25.56,76.29,4.17,2.46,0.0,101.06,3.05
2024-02-04,Jaipur,2.9626,19.02,63.32,89.6,3.47,9.7,96.9,5.01
